1.000000,17.850000,0.280000
1.000000,14.700000,0.280000
1.000000,15.040000,0.260000
1.000000,14.260000,0.300000
1.000000,18.000000,0.280000
1.000000,21.060000,0.680000
1.000000,15.640000,0.420000
1.000000,17.000000,0.300000
1.000000,12.760000,0.280000
1.000000,15.190000,0.150000
1.000000,19.980000,0.300000
1.000000,16.320000,0.320000
1.000000,14.400000,0.140000
1.000000,12.900000,0.110000
1.000000,23.200000,0.240000
1.000000,25.080000,0.600000
1.000000,21.060000,0.520000
1.000000,17.850000,0.420000
1.000000,21.660000,0.510000
1.000000,19.380000,0.450000
1.000000,18.360000,0.340000
1.000000,18.870000,0.600000
1.000000,16.560000,0.200000
1.000000,16.830000,0.850000
1.000000,16.320000,0.380000
1.000000,15.000000,0.320000
1.000000,17.000000,0.640000
1.000000,18.200000,0.300000
1.000000,17.680000,0.280000
1.000000,15.040000,0.320000
1.000000,14.880000,0.320000
1.000000,18.360000,0.600000
1.000000,21.320000,0.150000
1.000000,23.100000,0.280000
1.000000,15.190000,0.150000
1.000000,16.000000,0.240000
1.000000,19.250000,0.260000
1.000000,15.190000,0.150000
1.000000,13.200000,0.260000
1.000000,17.340000,0.300000
1.000000,17.500000,0.390000
1.000000,10.350000,0.390000
1.000000,14.080000,0.260000
1.000000,17.500000,0.960000
1.000000,19.380000,0.760000
1.000000,14.400000,0.420000
1.000000,19.380000,0.320000
1.000000,14.720000,0.280000
1.000000,19.610000,0.300000
1.000000,16.500000,0.280000
2.000000,22.400000,6.580000
2.000000,20.480000,6.750000
2.000000,21.390000,7.350000
2.000000,12.650000,5.200000
2.000000,18.200000,6.900000
2.000000,15.960000,5.850000
2.000000,20.790000,7.520000
2.000000,11.760000,3.300000
2.000000,19.140000,5.980000
2.000000,14.040000,5.460000
2.000000,10.000000,3.500000
2.000000,17.700000,6.300000
2.000000,13.200000,4.000000
2.000000,17.690000,6.580000
2.000000,16.240000,4.680000
2.000000,20.770000,6.160000
2.000000,16.800000,6.750000
2.000000,15.660000,4.100000
2.000000,13.640000,6.750000
2.000000,14.000000,4.290000
2.000000,18.880000,8.640000
2.000000,17.080000,5.200000
2.000000,15.750000,7.350000
2.000000,17.080000,5.640000
2.000000,18.560000,5.590000
2.000000,19.800000,6.160000
2.000000,19.040000,6.720000
2.000000,20.100000,8.500000
2.000000,17.400000,6.750000
2.000000,14.820000,3.500000
2.000000,13.200000,4.180000
2.000000,13.200000,3.700000
2.000000,15.660000,4.680000
2.000000,16.200000,8.160000
2.000000,16.200000,6.750000
2.000000,20.400000,7.200000
2.000000,20.770000,7.050000
2.000000,14.490000,5.720000
2.000000,16.800000,5.330000
2.000000,13.750000,5.200000
2.000000,14.300000,5.280000
2.000000,18.300000,6.440000
2.000000,15.080000,4.800000
2.000000,11.500000,3.300000
2.000000,15.120000,5.460000
2.000000,17.100000,5.040000
2.000000,16.530000,5.460000
2.000000,17.980000,5.590000
2.000000,12.750000,3.300000
2.000000,15.960000,5.330000
3.000000,20.790000,15.000000
3.000000,15.660000,9.690000
3.000000,21.300000,12.390000
3.000000,18.270000,10.080000
3.000000,19.500000,12.760000
3.000000,22.800000,13.860000
3.000000,12.250000,7.650000
3.000000,21.170000,11.340000
3.000000,16.750000,10.440000
3.000000,25.920000,15.250000
3.000000,20.800000,10.200000
3.000000,17.280000,10.070000
3.000000,20.400000,11.550000
3.000000,14.250000,10.000000
3.000000,16.240000,12.240000
3.000000,20.480000,12.190000
3.000000,19.500000,9.900000
3.000000,29.260000,14.740000
3.000000,20.020000,15.870000
3.000000,13.200000,7.500000
3.000000,22.080000,13.110000
3.000000,15.680000,9.800000
3.000000,21.560000,13.400000
3.000000,17.010000,8.820000
3.000000,22.110000,11.970000
3.000000,23.040000,10.800000
3.000000,17.360000,8.640000
3.000000,18.300000,8.820000
3.000000,17.920000,11.760000
3.000000,21.600000,9.280000
3.000000,20.720000,11.590000
3.000000,30.020000,12.800000
3.000000,17.920000,12.320000
3.000000,17.640000,7.650000
3.000000,15.860000,7.840000
3.000000,23.100000,14.030000
3.000000,21.420000,13.440000
3.000000,19.840000,9.900000
3.000000,18.000000,8.640000
3.000000,21.390000,11.340000
3.000000,20.770000,13.440000
3.000000,21.390000,11.730000
3.000000,15.660000,9.690000
3.000000,21.760000,13.570000
3.000000,22.110000,14.250000
3.000000,20.100000,11.960000
3.000000,15.750000,9.500000
3.000000,19.500000,10.400000
3.000000,21.080000,12.420000
3.000000,17.700000,9.180000
