17.685688,39.256887
4.914959,45.928932
24.130699,66.028321
16.882741,41.821073
6.652384,36.711766
6.124465,46.876217
24.514960,67.600803
18.574068,48.135178
12.322162,51.306996
16.675893,32.418323
6.360834,42.994452
24.019932,67.526915
7.164550,36.229840
24.861436,67.385249
21.238257,46.077231
15.031947,39.280700
19.626299,40.975582
7.709117,43.156827
6.946539,42.954616
2.824721,24.302903
16.173783,42.951733
16.734074,43.233315
7.771227,46.249782
10.497389,50.742945
15.557653,40.950455
3.122071,42.290769
9.930808,58.586173
9.546144,48.110270
10.645411,46.791123
12.239230,45.652921
4.371110,39.801367
9.660649,46.620211
3.906590,43.438604
11.236157,42.995774
5.001566,37.710672
8.703723,51.454472
7.126345,46.927211
7.202543,50.084168
13.611913,45.536792
18.637363,37.814710
3.487052,37.304573
18.893371,42.664850
15.222982,47.027334
7.146814,44.911599
2.712154,34.002137
15.826901,50.382612
2.749932,27.018137
4.098720,46.659637
20.227063,46.872641
12.613944,53.580221
2.320707,25.836528
17.002799,52.885087
2.292730,29.692825
20.154562,46.921189
15.916544,36.600262
11.115759,54.024873
4.435823,46.979559
15.866938,39.889214
20.965649,43.398170
3.634139,37.121121
19.015109,50.911104
6.148243,50.091913
17.585005,37.988735
16.513774,48.342488
5.800298,46.781583
13.963528,42.926444
12.119882,56.259789
15.721046,44.532858
5.548274,45.954965
19.687201,41.330250
8.506344,56.832474
2.823019,28.963940
15.664039,34.375861
7.203056,45.949119
18.085502,34.750970
23.526743,57.743123
18.392657,51.608668
14.010629,44.187695
22.574959,56.794107
18.791869,50.714740
12.680600,47.461209
14.875288,43.180425
22.523466,51.918597
2.073052,24.788795
4.063392,50.872431
3.611355,32.431270
12.400354,37.040791
21.315525,48.636399
18.536983,48.154296
15.971860,41.022050
24.992311,65.484015
21.787948,53.342875
2.483902,31.914638
5.250726,34.368556
19.071904,45.791568
1.144304,13.602510
18.963034,52.529030
18.027932,46.234064
8.451094,50.312978
24.337870,61.491228
15.318171,43.255615
11.766942,40.839073
20.340609,43.337244
11.310344,49.611056
6.245283,53.928627
9.524363,47.223598
15.294941,48.709400
16.149319,39.508790
6.477431,51.628287
1.441867,26.700762
17.104630,40.455986
14.649490,46.218672
2.966808,30.368867
23.940554,59.484900
20.710940,48.355433
2.360665,41.969348
24.014300,66.206149
17.573676,45.544654
6.646297,49.060337
13.289601,44.268055
23.821210,53.514095
24.293621,65.508444
19.529434,50.899298
2.196314,23.235783
13.502943,47.641428
14.842687,44.171321
18.715678,50.263254
20.897338,45.032383
16.646112,49.670237
10.532182,49.938011
10.039264,54.695624
2.357438,23.488842
10.621062,46.701848
5.967227,40.427259
20.308545,42.039916
5.270371,44.939621
10.152967,49.102433
7.334824,44.853634
1.472007,27.247266
15.000487,42.535361
6.577742,48.337737
16.868749,36.366710
1.897515,23.563138
4.890357,45.304761
13.766773,41.311027
15.644453,44.861012
14.042766,44.855887
2.681209,25.869096
3.330785,39.365479
20.039158,46.146976
8.071389,45.434824
5.667713,43.504750
5.444103,46.332484
5.415213,35.171283
19.817699,40.851018
13.551496,47.246101
19.448771,45.003061
11.166454,50.728840
20.293726,43.469389
23.480555,61.507466
12.711543,45.044616
9.747437,52.829708
11.077596,42.621032
10.347795,59.257522
16.912981,39.864604
24.235261,61.768007
19.019085,39.908506
15.236702,38.838435
24.476275,71.942352
14.307687,40.434514
19.133346,42.360828
7.468979,50.039032
21.408725,52.456126
15.636397,54.108135
12.954851,47.384563
11.546446,42.376238
5.527647,58.355337
21.942578,48.514214
3.231806,31.145717
19.265698,38.217874
1.113439,7.123532
2.852837,32.395330
4.090386,38.878120
23.513165,67.604222
19.465302,40.883351
14.121066,47.836479
20.166417,53.971021
14.548321,47.476201
22.649857,55.500209
21.245635,49.569502
21.009339,47.394673
5.770801,48.555562
16.522340,42.138381
2.764042,27.276020
22.502256,53.970569
17.729708,42.498753
5.829313,52.264347
16.125654,34.024875
1.454596,16.225953
20.405223,40.321615
1.400941,22.201346
21.306851,45.983805
4.845419,43.824259
18.101622,51.128772
9.924979,53.565259
14.665747,44.243796
23.924354,56.920556
15.990829,53.753427
2.506268,27.272712
5.939220,42.120230
2.727580,38.916913
1.439273,15.332396
13.933998,42.027233
22.630561,51.627320
20.795765,47.808566
11.484329,51.937295
3.315571,31.185080
10.763506,51.296210
10.220790,45.892621
16.454589,32.902391
14.518960,46.006708
5.666270,46.878884
15.814744,52.001421
8.754239,49.130858
21.959498,57.406006
19.169211,51.846257
19.049414,39.781190
13.974860,49.522597
13.938747,49.185287
2.879696,28.914196
9.286547,51.743516
17.647344,36.813547
7.592551,50.205885
4.441240,40.941103
15.786355,49.473132
14.145348,46.005315
3.360980,42.171618
17.543068,38.041364
8.467764,34.147960
22.956475,64.454649
19.708239,49.245894
13.907347,51.417792
10.653809,46.131646
20.329560,39.786089
5.051299,39.613564
